nome,genero,presença_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,data_nascimento,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto_par,quant_viagem
 CARLOS GOMES BEZERRA,M,29,0,0,0,0,0, 04/11/1941,190129.1,17099.28,69332.77,,,,,,,,,,0,1115384.57,111611.13,111611.13,111611.13,111611.13,111611.13,111611.13,110884.4,111611.13,111611.13,111611.13,,,33763.0,0
 CARLOS ALBERTO CHIODINI,M,85,3,4,25,8,6, 08/03/1982,257915.07,21142.87,186239.96,,,,,,,,,,0,1088228.66,110052.14,109597.2,107219.44,108994.73,109943.02,110230.95,107098.15,107098.15,107098.15,110896.73,,,33763.0,
 ANTONIO CARLOS GOMES DA SILVA,M,92,0,0,21,4,2, 13/06/1972,266017.48,18748.87,188849.17,,,,,,,,,,0,1012698.46,92948.89,99271.45,96032.28,98637.08,102490.61,102621.52,102621.52,104715.99,106679.56,106679.56,,,33763.0,0
 CARLOS HENRIQUE AMORIM,M,79,12,1,33,24,1, 21/04/1961,365968.75,38480.4,80735.44,,,,,,,,,,0,1014767.71,107089.41,100838.78,96663.69,98112.79,100925.82,94627.79,96910.28,103302.09,107870.51,108426.55,,,33763.0,0
 Carlos Roberto Coelho de Mattos Júnior,M,84,5,3,10,0,0, 08/02/1982,193058.73,17012.14,202762.18,,,,,,,,,,0,1079427.92,107840.49,111522.26,105827.62,98809.78,110447.03,111102.14,104135.41,108845.03,110375.04,110523.12,,,33763.0,0
 CARLOS HENRIQUE FOCESI SAMPAIO,M,87,4,1,14,5,0, 31/03/1963,314513.0,25615.74,93227.71,,,,,,,,,,0,1059385.24,103852.96,107767.17,108820.89,108820.89,108689.99,104762.85,103243.66,104762.85,104762.85,103901.13,,,33763.0,0
 Alexis Joseph Steverlynck Fonteyne,M,87,5,0,69,10,0, 19/08/1967,173097.56,15079.3,234381.27,,,,,,,,,,0,588885.13,61420.54,57990.13,52202.06,51959.82,52576.18,60029.82,67419.11,64529.03,60379.22,60379.22,,,33763.0,0
 ANDRÉ CARLOS ALVES DE PAULA FILHO,M,76,0,16,0,0,0, 22/07/1961,340822.48,34262.23,117622.32,,,,,,,,,,0,1107604.68,109116.87,111004.52,111278.47,111611.12,110204.24,109741.82,111647.49,111424.82,111426.29,110149.04,,,33763.0,0
 ANDRÉ FERREIRA RODRIGUES,M,71,7,14,2,0,0, 10/12/1972,392896.35,45126.24,67992.63,,,,,,,,,,0,1115031.78,111547.27,111623.19,111492.29,110929.67,111623.22,111623.22,111623.22,111323.26,111623.22,111623.22,,,33763.0,0
 AMARO ROCHA NASCIMENTO NETO,M,92,0,0,20,7,0, 04/12/1976,270971.02,42292.73,140691.99,,,,,,,,,,0,1112084.94,111222.9,111222.9,111222.9,111222.9,111222.9,110933.36,111259.27,111259.27,111259.27,111259.27,,,33763.0,0
 ALTINEU CÔRTES FREITAS COUTINHO,M,70,0,22,0,0,0, 13/09/1968,168317.68,22950.23,237895.87,,,,,,,,,,0,1085480.54,101858.85,106309.6,106309.6,108949.45,109609.41,109433.7,108595.22,111471.57,111471.57,111471.57,,,33763.0,0
 ALIEL MACHADO BARK,M,87,1,4,24,18,4, 26/02/1989,342766.01,22858.25,94735.11,,,,,,,,,,0,1081191.02,104192.43,107598.59,109833.85,109833.85,109833.85,109833.85,109833.85,107741.73,105688.07,106800.95,,,33763.0,
 ALUISIO GUIMARAES MENDES FILHO,M,89,2,1,72,22,0, 11/11/1961,308455.37,25340.8,165878.47,,,,,,,,,,0,1054299.62,100867.02,99710.02,103375.35,105273.59,107753.29,105155.9,106424.88,107753.29,108904.58,109081.7,,,33763.0,0
 ANDRÉ PEIXOTO FIGUEIREDO LIMA,M,87,0,5,72,23,9, 10/11/1966,392555.8,34462.62,74413.67,,,,,,,,,,0,1100603.8,111397.3,109731.85,111580.84,111580.84,106864.96,109042.51,109730.58,109931.92,110707.37,110035.63,,,33763.0,0
 ANDRE DOS SANTOS ABDON,M,90,2,0,5,40,0, 10/11/1970,399126.66,39635.39,77995.92,,,,,,,,,,0,1110523.74,111623.17,111623.17,110842.44,110847.15,110559.33,111023.24,110484.74,111194.25,111641.56,110684.69,,,33763.0,0
 ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,M,92,0,0,9,22,0, 17/01/1969,362052.15,38429.43,67067.2,,,,,,,,,,0,1112297.24,111574.71,111574.71,111574.71,111574.71,111574.71,111574.71,109488.06,111048.56,111156.18,111156.18,,,33763.0,0
 ANÍBAL FERREIRA GOMES,M,0,0,0,0,0,0,,2700.08,2700.08,38.74,,,,,,,,,,0,7198.37,7198.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 ANDRE LUIZ CARVALHO RIBEIRO,M,63,0,29,2,8,1, 27/08/1989,287130.16,24003.48,184921.87,,,,,,,,,,0,1108487.53,111010.61,111270.57,111617.19,111617.19,111617.19,110019.66,106829.3,111501.94,111501.94,111501.94,,,33763.0,0
 ANDRE LUIS GASPAR JANONES,M,87,4,1,50,12,1, 05/05/1984,300594.88,22256.52,111308.37,,,,,,,,,,0,1113576.56,111562.47,109429.47,111562.47,111562.47,111562.47,111562.47,111562.47,111562.47,111574.59,111635.21,,,33763.0,0
 ARNALDO CALIL PEREIRA JARDIM,M,85,1,6,15,14,10, 08/05/1955,328959.06,37823.57,78519.77,,,,,,,,,,0,1103931.04,104913.63,107636.03,110655.63,111532.25,111532.25,111532.25,111532.25,111532.25,111532.25,111532.25,,,33763.0,
 ARLINDO CHIGNALIA JUNIOR,M,86,0,6,17,4,2, 24/12/1949,245857.25,19052.73,166306.27,,,,,,,,,,0,1106682.95,109865.31,106598.33,111574.67,110818.25,111423.01,111423.01,111441.4,111141.83,111198.57,111198.57,,,33763.0,
 ARTHUR CÉSAR PEREIRA DE LIRA,M,74,0,18,0,0,0, 25/06/1969,176874.01,16589.4,273511.09,,,,,,,,,,0,1114717.2,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,,,33763.0,0
 JOSE AROLDO SOUZA MARTINS,M,82,3,7,11,9,3, 03/07/1961,298716.92,31512.26,128873.54,,,,,,,,,,0,1108830.41,111647.5,111647.5,110268.42,111611.13,111611.13,110803.16,107763.81,110182.72,111647.52,111647.52,,,33763.0,0
 ARTHUR DE OLIVEIRA MAIA DA SILVA,M,76,10,6,28,4,3, 17/08/1964,374324.8,35308.01,55084.49,,,,,,,,,,0,1068263.22,104391.37,106164.17,109590.3,109514.2,110873.08,108274.74,108274.74,106502.35,102202.45,102475.82,,,33763.0,0
 FRANCISCO DE ASSIS CARVALHO GONÇALVES,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,33763.0,0
 ÁTILA FREITAS LIRA,M,78,4,10,38,16,2, 07/04/1947,362588.62,27368.18,88100.85,,,,,,,,,,0,1116233.2,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,,,33763.0,0
 AUGUSTO RODRIGUES COUTINHO DE MELO,M,87,3,2,39,21,2, 22/10/1962,383544.66,45160.36,74900.14,,,,,,,,,,0,1078338.72,109231.24,110580.87,111483.62,106382.46,107116.23,110687.98,104644.11,107177.08,106702.93,104332.2,,,33763.0,0
 ÁTILA SIDNEY LINS ALBUQUERQUE,M,70,18,4,10,52,6, 22/11/1950,375647.89,40815.08,103623.43,,,,,,,,,,0,1101916.24,111623.25,110285.75,109839.91,110283.1,110284.46,111392.74,111392.74,108991.46,106430.09,111392.74,,,33763.0,0
 JOAO CARLOS BACELAR BATISTA,M,82,0,10,22,17,13, 09/07/1957,326294.18,26982.79,116217.04,,,,,,,,,,0,1114175.05,111532.23,111532.23,111269.06,111532.24,111460.04,110935.35,111387.83,111532.24,111532.24,111461.59,,,33763.0,
 DANIEL PIRES COELHO,M,91,1,0,6,0,0, 04/11/1978,356643.22,56899.01,101801.58,,,,,,,,,,0,1114987.92,111319.0,111580.81,111580.81,111580.81,111332.51,111580.82,111559.7,111471.69,111474.71,111507.06,,,33763.0,0
 DANIEL GOMES DE ALMEIDA,M,90,0,2,38,37,0, 21/01/1955,355283.65,58756.35,88588.21,,,,,,,,,,0,1116596.1,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,,,33763.0,0
 DANIEL COSTA DE FREITAS,M,77,15,0,3,0,0, 03/04/1982,294909.83,38606.89,143745.75,,,,,,,,,,0,1099503.46,105697.03,105697.03,109243.35,110816.55,110933.95,111423.11,111423.11,111423.11,111423.11,111423.11,,,33763.0,0
 DANIEL LUCIO DA SILVEIRA,M,89,2,1,87,58,1, 25/11/1982,304626.81,35637.58,88732.86,,,,,,,,,,0,1050905.67,104730.18,106558.15,108774.14,109706.94,105193.39,103433.49,86143.8,107120.36,107862.35,111382.87,,,33763.0,0
 LUIZ FELIPE BALEIA TENUTO ROSSI,M,79,0,13,21,16,6, 09/06/1972,274145.52,27400.21,133333.31,,,,,,,,,,0,1047898.19,109118.18,109118.18,109118.18,109118.18,109118.18,107972.95,98261.16,98691.06,98691.06,98691.06,,,33763.0,0
 AUREO LIDIO MOREIRA RIBEIRO,M,87,4,1,44,1,0, 17/02/1979,236214.63,13290.11,172028.48,,,,,,,,,,0,1093262.21,109256.7,110855.41,110114.53,105572.72,110342.51,109761.58,109008.81,108623.14,109008.81,110718.0,,,33763.0,0
 DANIEL TRZECIAK DUARTE,M,86,0,6,31,6,8, 04/11/1986,212359.17,9307.83,237275.73,,,,,,,,,,0,1044495.31,105455.53,105415.99,105436.13,105982.05,108226.36,109497.39,106036.48,94998.83,99412.79,104033.76,,,33763.0,0
 DANILO JORGE DE BARROS CABRAL,M,83,6,3,8,22,6, 21/04/1967,272413.48,23243.32,193582.11,,,,,,,,,,0,1005945.69,95045.26,95045.26,94090.38,98095.56,99861.52,99861.52,100443.65,100923.05,111114.04,111465.45,,,33763.0,0
 FRANCISCO DANILO BASTOS FORTE,M,86,3,3,42,21,2, 01/09/1958,397193.34,67906.91,70135.48,,,,,,,,,,0,1052260.59,109573.04,105109.88,101753.78,107930.59,108735.93,108600.66,101671.79,104239.59,101843.93,102801.4,,,33763.0,0
 DANRLEI DE DEUS HINTERHOLZ,M,50,11,7,17,27,9, 18/04/1973,217902.33,0.0,110423.45,,,,,,,,,,0,702641.09,0.0,0.0,3313.89,88602.16,92253.84,99507.11,95073.08,107705.84,108196.0,107989.17,,,33763.0,0
 DARCI DE MATOS,M,80,10,2,55,9,3, 08/11/1961,264386.24,27456.09,181711.06,,,,,,,,,,0,1112429.82,111593.97,111623.31,111579.26,111659.67,111659.67,110174.35,110543.76,111508.04,111508.04,110579.75,,,33763.0,0
 DARCÍSIO PAULO PERONDI,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,33763.0,0
 DAVID MICHAEL DOS SANTOS MIRANDA,M,66,11,15,23,7,4, 10/05/1985,243844.22,35259.28,149515.45,,,,,,,,,,0,937841.64,111544.37,111544.37,56799.55,64345.04,100004.66,94914.31,97663.21,102324.88,100368.27,98332.98,,,33763.0,0
 DAVID BEZERRA RIBEIRO SOARES,M,63,3,11,47,1,12, 21/12/1973,183939.37,31858.14,135112.97,,,,,,,,,,0,1068591.77,103135.91,105402.63,105964.51,99800.43,107637.25,108516.33,107977.68,108297.02,111277.52,110582.49,,,33763.0,
 ANTÔNIO DA LUZ FURTADO,M,90,1,1,73,18,6, 06/01/1972,282344.68,34263.89,120049.81,,,,,,,,,,0,1115182.54,110967.56,111125.87,111617.2,111617.2,111617.2,111623.07,111653.61,111653.61,111653.61,111653.61,,,33763.0,0
 EDER MAURO CARDOSO BARRA,M,79,10,3,4,12,0, 14/12/1960,325195.22,46351.28,139306.73,,,,,,,,,,0,1101131.44,111587.65,111029.67,109774.54,111611.12,111611.12,111168.32,110779.91,107856.37,107856.37,107856.37,,,33763.0,0
 WALDIR SOARES DE OLIVEIRA,M,86,0,6,7,44,5, 28/11/1962,137419.65,14119.59,253158.01,,,,,,,,,,0,987728.92,101978.63,99618.58,96319.6,92534.14,92534.14,94998.88,101543.63,103436.75,102749.57,102015.0,,,33763.0,0
 PABLO OLIVA SOUZA,M,78,14,0,112,30,0, 26/07/1976,360476.1,28267.0,133678.66,,,,,,,,,,0,977905.08,99985.47,73344.51,92308.59,99950.28,106315.17,106987.85,101323.39,101342.41,107310.62,89036.79,,,33763.0,0
 DENIS ANDERSON DA ROCHA BEZERRA,M,88,3,1,69,9,1, 17/03/1980,369035.79,46094.78,112817.12,,,,,,,,,,0,1078559.49,110743.73,108800.92,108144.99,106767.55,106327.19,107307.01,102136.31,107474.82,111617.19,109239.78,,,33763.0,0
 MARCELO EDUARDO FREITAS,M,80,8,4,66,1,1, 04/03/1976,286506.3,31421.05,110513.51,,,,,,,,,,0,1067668.96,104088.18,105813.1,103290.21,102664.07,110724.59,111483.8,111483.8,107272.97,107289.51,103558.73,,,33763.0,0
 DIEGO LEONARDO DE ANDRADE CARVALHO,M,70,0,22,7,9,11, 08/08/1977,201719.62,27409.47,195300.19,,,,,,,,,,0,1109625.13,111580.82,111580.82,111580.82,111580.82,111580.82,111535.53,111241.15,110635.35,109154.5,109154.5,,,33763.0,0
 FRANCISCO DEUZINHO DE OLIVEIRA FILHO,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 DIEGO ALEXSANDER GONCALO PAULA GARCIA,M,89,0,3,134,43,3, 10/10/1984,255305.66,9153.29,172284.8,,,,,,,,,,0,916158.19,93054.98,91310.31,97522.54,98459.58,96593.67,96173.37,99859.25,84300.62,79772.64,79111.23,,,33763.0,0
 DIMAS FABIANO TOLEDO JÚNIOR,M,86,1,5,18,1,3, 23/05/1973,280254.39,30575.4,116765.42,,,,,,,,,,0,965287.1,92717.74,90647.71,88844.0,89894.36,93796.44,94254.41,100197.24,96972.36,108044.05,109918.79,,,33763.0,0
 LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,M,67,25,0,14,22,0, 15/12/1973,260002.6,27501.17,142640.51,,,,,,,,,,0,1074387.81,97653.62,97653.62,108819.42,110434.31,110434.31,110434.31,110434.31,110413.15,111647.44,106463.32,,,33763.0,0
 DOMINGOS GOMES DE AGUIAR NETO,M,79,7,6,30,25,6, 29/04/1988,341688.98,33731.48,125324.14,,,,,,,,,,0,1105842.15,111544.43,111544.43,110497.19,107599.23,111235.68,111617.24,111617.24,111617.24,111617.24,106952.23,,,33763.0,0
 DOMINGOS SÁVIO CAMPOS RESENDE,M,87,2,3,29,6,1, 25/03/1957,307857.07,24341.19,90380.48,,,,,,,,,,0,1108990.28,109833.82,109833.82,111183.95,111653.56,110747.01,110990.37,111313.88,110806.11,111313.88,111313.88,,,33763.0,0
 JOSÉ CARLOS VERAS DOS SANTOS,M,89,0,3,42,33,8, 10/08/1981,337620.48,23450.32,126056.07,,,,,,,,,,0,1062773.43,102271.86,100443.89,100443.89,105043.78,108026.51,106855.41,109678.36,109831.56,109119.16,111059.01,,,33763.0,0
 CELIO ALVES DE MOURA,M,88,4,0,55,34,0, 13/08/1953,433740.3,31534.98,799.41,,,,,,,,,,0,1115443.8,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,,,33763.0,0
 CARLOS ALBERTO ROLIM ZARATTINI,M,86,4,2,20,19,1, 08/06/1959,297144.4,27151.54,110334.43,,,,,,,,,,0,1115444.2,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,,,33763.0,0
 CASSIO COELHO ANDRADE,M,70,0,22,36,25,15, 12/09/1981,302152.96,21728.53,218180.81,,,,,,,,,,0,1114161.17,111653.55,111594.4,111574.68,111574.68,111574.68,111574.67,110238.62,111444.93,111465.48,111465.48,,,33763.0,0
 CELSO SABINO DE OLIVEIRA,M,77,9,6,28,13,4, 29/08/1978,335516.25,35687.11,138637.39,,,,,,,,,,0,1084859.43,111111.11,111280.24,111379.14,110872.2,109110.72,108438.6,109562.14,105568.87,103896.09,103640.32,,,33763.0,
 CELIO STUDART BARBOSA,M,80,9,3,16,16,3, 19/06/1987,330702.47,42405.28,138779.79,,,,,,,,,,0,1098247.56,111276.5,111198.61,111550.82,111653.55,111653.55,107237.22,111313.87,108312.84,107025.3,107025.3,,,33763.0,0
 CELSO UBIRAJARA RUSSOMANNO,M,89,1,2,30,3,5, 20/08/1956,169493.77,5918.88,252868.5,,,,,,,,,,0,1026873.67,96961.81,98308.99,100425.4,103329.11,103522.12,104152.03,107493.07,105272.98,103828.92,103579.24,,,33763.0,
 CELIO ANTONIO DA SILVEIRA,M,88,0,4,31,6,1, 19/09/1959,233944.75,18102.06,156632.91,,,,,,,,,,0,1113420.47,111671.79,111671.79,111671.79,111671.79,111671.79,110968.96,109631.33,111578.65,111441.29,111441.29,,,33763.0,0
 CELSO MALDANER,M,82,5,5,22,1,2, 30/08/1953,315669.0,24041.12,137870.02,,,,,,,,,,0,1104561.4,111010.67,111140.65,111370.11,108394.27,109190.92,109485.71,110743.36,111470.49,111162.32,110592.9,,,33763.0,0
 CHARLES FERNANDES SILVEIRA SANTANA,M,90,1,1,35,6,0, 15/03/1965,317334.15,24256.26,119903.44,,,,,,,,,,0,1112836.72,111439.65,111389.19,111507.9,111507.88,110522.28,111149.99,111433.52,111507.87,111507.87,110870.57,,,33763.0,0
 JOÃO FRANCISCO INÁCIO BRAZÃO,M,84,8,0,50,4,0, 22/02/1962,291427.25,5628.16,101932.42,,,,,,,,,,0,1114045.59,111623.18,110117.12,110943.03,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,,,33763.0,0
 CHRISTINO AUREO DA SILVA,M,87,0,5,22,7,7, 26/04/1962,361307.1,35707.47,39236.01,,,,,,,,,,0,1111010.04,111412.57,111647.36,107066.29,111310.13,111604.92,111604.92,111604.92,111604.92,111585.5,111568.51,,,33763.0,0
 ANTONIO CEZAR CORREIA FREIRE,M,85,7,0,38,39,0, 12/12/1973,322276.68,37003.29,90584.2,,,,,,,,,,0,1112642.54,111383.97,110930.03,111423.09,111423.09,111169.89,111423.09,110326.94,111485.72,111538.36,111538.36,,,33763.0,0
 CHARLLES THOMACELLI EVANGELISTA,M,88,2,2,27,4,5, 27/12/1984,267395.69,22449.08,129624.12,,,,,,,,,,0,1059386.34,102330.37,102010.39,103658.78,105928.21,106859.77,104041.72,106811.02,110258.36,110258.36,107229.36,,,33763.0,0
 FRANCISCO JOSÉ D'ANGELO PINTO,M,83,6,3,31,34,2, 11/02/1953,280812.5,31896.36,118744.92,,,,,,,,,,0,1113229.62,111574.71,111574.71,110060.41,111423.07,111423.07,111423.07,111423.07,111423.07,111423.07,111481.37,,,33763.0,0
 CLÁUDIO CAJADO SAMPAIO,M,81,1,10,24,1,2, 01/12/1963,315267.5,25338.77,128325.98,,,,,,,,,,0,1102608.0,111538.31,107663.1,107365.01,108851.14,111611.11,111611.11,111611.11,111611.11,111611.11,109134.89,,,33763.0,
 JOÃO CHRISÓSTOMO DE MOURA,M,89,3,0,68,35,0, 23/06/1959,367958.23,43569.56,126129.6,,,,,,,,,,0,1064563.22,107323.44,106208.72,102467.86,107196.5,98159.34,108000.77,107946.98,108363.78,109587.98,109307.85,,,33763.0,0
 MARCIO TADEU ANHAIA DE LEMOS,M,88,4,0,61,14,0, 30/09/1965,322124.15,37359.64,96420.09,,,,,,,,,,0,1088567.27,111127.47,109317.63,107351.0,101360.55,110345.01,108448.48,106340.0,111358.01,111459.56,111459.56,,,33763.0,0
 LUIS ANTONIO FRANCISCATTO COVATTI,M,89,3,0,33,12,1, 25/07/1987,351828.2,39901.49,104990.14,,,,,,,,,,0,1087781.16,110922.09,111617.12,107422.09,109771.87,110840.89,108844.64,97398.86,110212.41,110288.12,110463.07,,,33763.0,0
 CLEBER VERDE CORDEIRO MENDES,M,91,0,1,15,19,0, 10/05/1972,272909.88,14582.42,190976.94,,,,,,,,,,0,1091392.63,110588.35,105407.76,109632.33,97860.55,111342.09,111580.81,111580.81,111580.81,111580.81,110238.31,,,33763.0,0
 LUIZ ARMANDO SCHROEDER REIS,M,84,4,4,40,1,0, 23/06/1957,242139.22,12148.5,209790.71,,,,,,,,,,0,1092037.31,101236.1,103071.39,111201.67,110216.08,110773.16,111095.62,111269.37,111508.09,111508.09,110157.74,,,33763.0,0
 CRISTIANO DUTRA VALE,M,80,0,12,25,3,5, 10/04/1970,326930.23,20452.98,140084.51,,,,,,,,,,0,1053658.38,110040.22,103847.89,110040.22,105919.51,103859.15,98892.22,97650.62,104977.0,107755.43,110676.12,,,33763.0,0
 JOSIAS MARIO DA VITORIA,M,89,3,0,0,0,0, 02/06/1971,336091.49,39721.75,75571.52,,,,,,,,,,0,1103849.8,109916.03,109232.89,110340.24,110968.15,110968.15,110968.15,111559.84,110395.01,111192.57,108308.77,,,33763.0,0
 DAGOBERTO NOGUEIRA FILHO,M,80,2,10,4,0,0, 21/07/1955,386909.13,33561.82,59062.11,,,,,,,,,,0,1111346.73,111166.05,111277.6,111277.6,111277.6,111277.6,111277.6,110863.55,110859.05,110859.05,111211.03,,,33763.0,0
 ANTONIO ELIZABETH GONÇALO DE SOUSA,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 DAMIÃO FELICIANO DA SILVA,M,81,1,10,29,24,7, 28/04/1952,296601.23,33696.89,168463.01,,,,,,,,,,0,1061513.65,111054.03,106603.56,94753.6,91868.67,107855.77,111429.12,111429.12,109759.06,107977.67,108783.05,,,33763.0,0
 FREDERICO DE CASTRO ESCALEIRA,M,83,9,0,24,56,0, 24/03/1977,309442.84,31170.62,102460.41,,,,,,,,,,0,1106826.4,111212.41,111201.53,110944.53,108641.77,111313.96,110772.89,111313.96,110891.9,111313.96,109219.49,,,33763.0,0
 AGRIPINO RODRIGUES GOMES MAGALHÃES,M,31,0,0,4,0,0,,162843.04,48546.6,4133.92,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 JOÃO ANTONIO HOLANDA CALDAS,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 LUIZ ALBERTO OVANDO,M,86,1,5,70,12,0, 25/09/1949,340885.82,40038.05,105085.42,,,,,,,,,,0,973451.59,96640.72,96640.72,97315.81,97550.62,97550.62,97550.62,97550.62,97550.62,97550.62,97550.62,,,33763.0,0
 LEONARDO RIBEIRO ALBUQUERQUE,M,91,1,0,27,2,1, 14/06/1978,313609.03,42371.4,120099.3,,,,,,,,,,0,1047250.04,99981.22,100959.57,99231.78,108961.58,104982.41,110759.92,111287.34,105356.57,102212.41,103517.24,,,33763.0,0
 SINVAL MALHEIROS PINTO JÚNIOR,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 JAZIEL PEREIRA DE SOUSA,M,69,20,3,12,26,1, 03/05/1961,324091.32,53231.07,142878.15,,,,,,,,,,0,1115897.66,111279.95,111565.34,111653.51,111653.51,111653.51,111477.8,111653.51,111653.51,111653.51,111653.51,,,33763.0,0
 ZACARIAS CALIL HAMU,M,82,4,6,85,26,6, 05/11/1953,227416.04,25614.66,163206.72,,,,,,,,,,0,806210.41,83672.5,77891.18,81413.26,83956.98,83956.98,83754.79,77891.18,77891.18,77891.18,77891.18,,,33763.0,0
 EDILAZIO GOMES DA SILVA JUNIOR,M,87,0,5,12,0,1, 04/05/1981,269430.92,29645.7,194237.67,,,,,,,,,,0,1113908.02,111402.54,111185.22,111659.65,111166.3,111659.65,111659.65,111659.65,110963.46,111241.12,111310.78,,,33763.0,0
 EDUARDO NANTES BOLSONARO,M,76,2,14,27,12,6, 10/07/1984,289240.67,19129.11,131497.95,,,,,,,,,,0,1098174.63,111598.86,111533.88,111447.23,111308.14,109360.58,109301.13,107577.22,107577.22,108466.86,110003.51,,,33763.0,
 ÉDIO VIEIRA LOPES,M,71,16,5,18,5,2, 04/01/1952,343353.54,42432.81,163616.04,,,,,,,,,,0,1109839.83,110495.02,110495.02,111469.88,111408.97,111368.53,111370.96,111441.31,111441.31,111441.31,108907.52,,,33763.0,0
 EDUARDO LUIZ BARROS BARBOSA,M,92,0,0,90,17,0, 25/08/1958,244717.26,22913.32,161031.84,,,,,,,,,,0,1114565.19,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111485.04,,,33763.0,0
 JOSE EDUARDO PEREIRA DA COSTA,M,83,0,9,10,9,6, 16/02/1968,327904.71,37602.77,136597.24,,,,,,,,,,0,1112028.74,111313.96,111313.96,111421.78,111429.22,111429.22,111429.22,111429.22,110376.5,111374.63,110511.03,,,33763.0,0
 EDUARDO PEDROSA CURY,M,88,1,3,73,3,1, 19/09/1963,326758.44,44245.79,89449.68,,,,,,,,,,0,989725.85,101582.78,92109.71,91148.77,97477.96,98965.06,103240.48,98460.6,98460.6,98460.6,109819.29,,,33763.0,
 EDMILSON BRITO RODRIGUES,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 EDUARDO SALIM BRAIDE,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 EDUARDO HENRIQUE MAIA BISMARCK,M,81,0,11,72,9,7, 14/11/1981,384464.17,42771.78,138337.12,,,,,,,,,,0,1081811.75,108439.6,100116.32,102925.37,105453.61,109885.0,110998.37,110998.37,110998.37,110998.37,110998.37,,,33763.0,
 EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,M,84,5,3,2,40,1, 17/10/1972,312968.63,32850.43,145476.17,,,,,,,,,,0,1055312.52,110448.12,108787.76,97120.73,102047.21,105204.32,111471.69,102622.24,103739.73,108433.33,105437.39,,,33763.0,0
 EFRAIM DE ARAÚJO MORAIS FILHO,M,73,10,9,6,14,5, 18/03/1979,259626.75,31920.25,205147.55,,,,,,,,,,0,1115589.62,111148.6,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111575.98,111544.43,,,33763.0,0
 ELEUSES VIEIRA DE PAIVA,M,44,2,0,29,9,0,,98399.26,3388.53,41914.84,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33763.0,0
 ELI DIAS BORGES,M,81,11,0,6,11,0, 01/09/1960,387768.57,31188.98,46771.14,,,,,,,,,,0,1104364.78,111130.49,111392.69,111205.19,108796.48,110064.23,111248.28,109041.83,110416.27,110246.84,110822.48,,,33763.0,0
