nome,genero,presença_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,data_nascimento,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto_par,quant_viagem
 LUIZ BENES LEOCADIO DE ARAUJO,M,88,1,3,35,6,2, 22/04/1966,352784.66,32697.33,37181.8,51640.86,47232.83,43851.34,39594.2,33482.93,21709.18,17997.68,27006.51,390.0,0,1070001.74,110203.77,110203.77,106658.99,104203.11,106527.95,105841.47,105921.33,105964.18,107249.74,107227.43,,,33763.0,0
 CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,M,77,2,13,18,7,9, 01/02/1982,417583.23,38508.13,49871.28,49026.92,51520.3,44584.4,32245.6,35040.79,36239.48,26275.26,54271.07,0.0,0,1114457.24,111436.53,111580.74,111495.03,111145.61,111498.95,111507.99,111507.99,111485.68,111392.71,111406.01,,,33763.0,0
 ALCIBIO MESQUITA BIBO NUNES,M,90,0,2,33,21,2, 09/01/1957,442619.0,36377.5,114136.35,111815.04,46216.96,43243.88,31393.94,31363.41,21004.27,5421.62,1646.03,0.0,0,978080.61,107838.27,106661.35,107626.01,107100.08,108678.71,110863.76,102938.79,80792.43,71989.13,73592.08,,,33763.0,0
 OLAVO BILAC PINTO NETO,M,80,7,5,54,7,3, 08/06/1963,366957.28,38107.55,39391.23,36766.95,36370.18,36320.33,35989.93,35978.06,36058.35,36004.29,35970.41,0.0,0,1114014.41,111532.26,111532.26,111532.26,111532.26,111532.26,110224.07,111532.26,111532.26,111532.26,111532.26,,,33763.0,0
 UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,M,82,0,10,21,26,10, 01/11/1968,395081.21,20679.85,23825.08,34402.73,76284.21,96746.0,27251.8,28044.88,18372.93,31746.67,37651.58,75.48,0,1115746.5,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,,,33763.0,0
 NICOLINO BOZZELLA JUNIOR,M,83,1,8,42,9,5, 17/08/1980,331580.49,31567.57,39636.09,43735.1,36718.08,40304.87,30143.9,40029.84,26482.22,25062.37,16682.72,1217.73,0,1108661.55,111623.09,111642.57,107512.59,110707.93,111134.28,111357.59,110509.9,111392.57,111392.57,111388.46,,,33763.0,0
 JOÃO BOSCO GOMES SARAIVA,M,71,18,3,16,9,1, 10/10/1959,442571.13,36572.34,70842.66,44263.27,65965.82,34723.62,32000.51,62345.58,33068.34,15213.66,45530.25,2045.08,0,1112738.23,111611.12,111611.12,109394.55,111611.12,111611.12,111393.56,111146.01,111574.73,111574.73,111210.17,,,33763.0,0
 JOÃO BOSCO DA COSTA,M,88,2,2,37,9,0, 28/09/1950,381415.21,31663.79,50001.03,50347.54,42678.14,42852.09,50270.89,42871.55,39751.16,27086.09,3892.93,0.0,0,1096871.16,109107.22,111544.51,111544.51,111544.51,111544.51,111544.51,111544.51,106200.33,104641.61,107654.94,,,33763.0,0
 ELVINO JOSÉ BOHN GASS,M,90,0,2,24,15,0, 05/02/1962,362192.59,30693.35,43896.78,51772.61,63215.02,45029.72,40093.42,35113.72,22679.14,13260.28,15328.65,1109.9,0,1113456.25,111641.36,111557.99,111508.13,111641.38,111641.38,110811.4,111604.98,111604.98,111604.98,109839.67,,,33763.0,0
 CARLOS CAMILO GÓES CAPIBERIBE,M,89,0,3,67,20,5, 23/05/1972,340932.11,57270.81,54545.96,40139.58,50674.76,29912.43,32899.67,36174.05,9998.8,8076.55,21239.5,0.0,0,1098429.16,111508.06,111508.06,111508.06,111508.06,110034.25,109670.3,105908.91,110137.58,107941.38,108704.5,,,33763.0,0
 CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,M,71,16,5,12,14,3, 03/11/1979,370012.26,30097.59,41252.22,49713.11,49721.69,45749.21,41212.41,38074.0,37034.37,15768.01,21168.63,221.02,0,1084232.34,107850.28,108483.94,109030.38,109215.09,109215.09,107121.98,105670.31,109215.09,109215.09,109215.09,,,33763.0,0
 EMERSON MIGUEL PETRIV,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 ALBERTO BARROS CAVALCANTE NETO,M,88,2,2,66,3,1, 05/05/1982,268303.1,10761.97,32144.12,50784.42,59974.73,36167.69,18635.29,18846.91,9376.93,3645.06,27765.98,200.0,0,1108460.75,111524.06,108183.95,109814.87,109505.49,111520.15,111370.71,111635.38,111635.38,111635.38,111635.38,,,33763.0,0
 JOSE AUGUSTO ROSA,M,85,4,3,29,39,2, 04/10/1966,303764.68,32590.99,32708.93,42982.94,38181.18,46093.18,19473.47,21678.43,15614.72,14321.17,37541.05,2578.62,0,1109989.13,111659.59,110586.8,107796.83,111659.59,111659.59,111659.59,110759.7,110888.26,111659.59,111659.59,,,33763.0,0
 FABIO ABREU COSTA,M,90,1,1,56,9,0, 31/12/1972,415287.33,27176.43,43044.36,37886.06,54828.28,65451.97,38676.13,33219.21,38283.53,44917.64,30801.48,1002.24,0,1112307.7,111501.54,111425.25,109950.47,110995.45,111125.87,111505.0,111580.82,111580.83,111580.83,111061.64,,,33763.0,0
 CARLOS ALBERTO CHIODINI,M,85,3,4,25,8,6, 08/03/1982,264102.62,21142.87,33080.35,34458.92,35659.6,28696.29,31410.11,38827.88,16920.33,11149.03,11990.98,766.26,0,1088228.66,110052.14,109597.2,107219.44,108994.73,109943.02,110230.95,107098.15,107098.15,107098.15,110896.73,,,33763.0,
 GUILHERME MURARO DERRITE,M,90,2,0,21,0,0, 10/10/1984,318929.77,33369.05,48294.13,42375.69,37535.61,31336.58,34084.37,31084.94,27610.7,13353.72,19884.98,0.0,0,1087142.69,111429.18,111429.18,111078.93,111198.68,111198.68,111198.68,104902.34,104902.34,104902.34,104902.34,,,33763.0,0
 WAGNER SOUSA GOMES,M,31,2,0,0,1,0, 21/01/1979,226591.14,55521.07,32236.66,11029.18,12950.64,18376.97,6416.85,14045.83,76013.94,,,,0,1112741.02,110473.5,110107.68,111586.87,111652.64,111665.79,110952.4,111665.74,111665.74,111665.74,111304.92,,,33763.0,0
 CARLOS GOMES BEZERRA,M,29,0,0,0,0,0, 04/11/1941,192492.79,17099.28,55229.53,0.0,2047.03,848.36,647.0,59074.08,57547.51,,,,0,1115384.57,111611.13,111611.13,111611.13,111611.13,111611.13,111611.13,110884.4,111611.13,111611.13,111611.13,,,33763.0,0
 ANTONIO CARLOS GOMES DA SILVA,M,92,0,0,21,4,2, 13/06/1972,273109.72,18748.87,25578.63,34691.71,31224.22,55517.35,34811.05,23121.54,21226.21,9739.25,16929.54,1521.35,0,1012698.46,92948.89,99271.45,96032.28,98637.08,102490.61,102621.52,102621.52,104715.99,106679.56,106679.56,,,33763.0,0
 Carlos Roberto Coelho de Mattos Júnior,M,84,5,3,10,0,0, 08/02/1982,200049.25,17012.14,21954.01,27544.0,16413.28,29052.38,31940.35,20649.2,10845.1,8771.04,14632.54,1235.21,0,1079427.92,107840.49,111522.26,105827.62,98809.78,110447.03,111102.14,104135.41,108845.03,110375.04,110523.12,,,33763.0,0
 CARLOS HENRIQUE AMORIM,M,79,12,1,33,24,1, 21/04/1961,379726.43,38480.4,54727.25,51686.19,49827.56,38169.71,34594.12,36583.75,31857.0,13993.12,27863.38,1943.95,0,1014767.71,107089.41,100838.78,96663.69,98112.79,100925.82,94627.79,96910.28,103302.09,107870.51,108426.55,,,33763.0,0
 CARLOS HENRIQUE FOCESI SAMPAIO,M,87,4,1,14,5,0, 31/03/1963,317099.5,25615.74,56684.49,51456.2,45438.4,42806.53,22600.9,21181.85,14951.58,15364.01,20999.8,0.0,0,1059385.24,103852.96,107767.17,108820.89,108820.89,108689.99,104762.85,103243.66,104762.85,104762.85,103901.13,,,33763.0,0
 Alexis Joseph Steverlynck Fonteyne,M,87,5,0,69,10,0, 19/08/1967,176004.2,15079.3,25352.66,23786.49,17575.86,19090.52,15633.19,14939.48,14874.72,14285.99,14835.99,550.0,0,588885.13,61420.54,57990.13,52202.06,51959.82,52576.18,60029.82,67419.11,64529.03,60379.22,60379.22,,,33763.0,0
 AMARO ROCHA NASCIMENTO NETO,M,92,0,0,20,7,0, 04/12/1976,274104.12,42292.73,23497.16,34426.77,47806.82,44977.07,20179.17,24764.49,7547.57,18792.57,8484.32,1335.45,0,1112084.94,111222.9,111222.9,111222.9,111222.9,111222.9,110933.36,111259.27,111259.27,111259.27,111259.27,,,33763.0,0
 ALTINEU CÔRTES FREITAS COUTINHO,M,70,0,22,0,0,0, 13/09/1968,186690.17,22950.23,23219.48,33714.07,29471.47,28820.9,22012.04,2946.96,3780.62,1343.75,17254.49,1176.16,0,1085480.54,101858.85,106309.6,106309.6,108949.45,109609.41,109433.7,108595.22,111471.57,111471.57,111471.57,,,33763.0,0
 ALIEL MACHADO BARK,M,87,1,4,24,18,4, 26/02/1989,347931.31,22858.25,39946.86,62571.89,38533.06,76089.49,24295.38,28273.9,23005.48,12282.83,18900.49,1173.68,0,1081191.02,104192.43,107598.59,109833.85,109833.85,109833.85,109833.85,109833.85,107741.73,105688.07,106800.95,,,33763.0,
 ALUISIO GUIMARAES MENDES FILHO,M,89,2,1,72,22,0, 11/11/1961,317362.69,25340.8,36588.93,41060.22,31580.5,47983.46,29134.59,32169.0,33370.12,18433.71,21701.36,0.0,0,1054299.62,100867.02,99710.02,103375.35,105273.59,107753.29,105155.9,106424.88,107753.29,108904.58,109081.7,,,33763.0,0
 ANDRÉ FERREIRA RODRIGUES,M,71,7,14,2,0,0, 10/12/1972,397108.72,45126.24,53733.48,58912.22,30040.51,48678.14,39121.05,35898.03,34422.07,27181.46,18726.94,5268.58,0,1115031.78,111547.27,111623.19,111492.29,110929.67,111623.22,111623.22,111623.22,111323.26,111623.22,111623.22,,,33763.0,0
 ANDRE DOS SANTOS ABDON,M,90,2,0,5,40,0, 10/11/1970,401346.39,39635.39,56554.49,50324.98,62832.08,41453.8,28539.51,28094.2,30183.38,21202.11,38003.15,4523.3,0,1110523.74,111623.17,111623.17,110842.44,110847.15,110559.33,111023.24,110484.74,111194.25,111641.56,110684.69,,,33763.0,0
 ANDRÉ CARLOS ALVES DE PAULA FILHO,M,76,0,16,0,0,0, 22/07/1961,340822.48,34262.23,35056.09,41491.46,36132.62,46281.81,38561.19,41546.24,23271.3,16356.59,27862.95,0.0,0,1107604.68,109116.87,111004.52,111278.47,111611.12,110204.24,109741.82,111647.49,111424.82,111426.29,110149.04,,,33763.0,0
 ANDRE LUIZ CARVALHO RIBEIRO,M,63,0,29,2,8,1, 27/08/1989,293299.0,24003.48,26127.61,39048.96,35638.26,42647.02,37783.22,29531.6,32503.83,19736.89,6278.13,0.0,0,1108487.53,111010.61,111270.57,111617.19,111617.19,111617.19,110019.66,106829.3,111501.94,111501.94,111501.94,,,33763.0,0
 ANDRÉ PEIXOTO FIGUEIREDO LIMA,M,87,0,5,72,23,9, 10/11/1966,392555.8,34462.62,48224.65,72127.49,49023.71,44041.52,37230.57,31041.15,43503.48,11633.85,21266.76,0.0,0,1100603.8,111397.3,109731.85,111580.84,111580.84,106864.96,109042.51,109730.58,109931.92,110707.37,110035.63,,,33763.0,0
 JOSE AROLDO SOUZA MARTINS,M,82,3,7,11,9,3, 03/07/1961,300060.22,31512.26,37662.65,36689.17,28982.93,39208.71,34863.74,19929.95,17257.74,27042.72,26910.35,0.0,0,1108830.41,111647.5,111647.5,110268.42,111611.13,111611.13,110803.16,107763.81,110182.72,111647.52,111647.52,,,33763.0,0
 ANÍBAL FERREIRA GOMES,M,0,0,0,0,0,0,,2700.08,2700.08,,,,,,,,,,,0,7198.37,7198.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 ANDRE LUIS GASPAR JANONES,M,87,4,1,50,12,1, 05/05/1984,303629.95,22256.52,30867.91,30909.27,30603.82,51016.32,28645.22,24293.97,31050.13,25058.33,26341.83,2586.63,0,1113576.56,111562.47,109429.47,111562.47,111562.47,111562.47,111562.47,111562.47,111562.47,111574.59,111635.21,,,33763.0,0
 ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,M,92,0,0,9,22,0, 17/01/1969,367577.22,38429.43,62878.28,57315.01,50615.34,39459.44,46092.84,38070.01,25431.95,4766.46,4518.46,0.0,0,1112297.24,111574.71,111574.71,111574.71,111574.71,111574.71,111574.71,109488.06,111048.56,111156.18,111156.18,,,33763.0,0
 ARLINDO CHIGNALIA JUNIOR,M,86,0,6,17,4,2, 24/12/1949,252533.49,19052.73,30374.76,37901.76,25872.86,41568.9,29151.95,23823.6,23079.38,10039.24,11468.31,200.0,0,1106682.95,109865.31,106598.33,111574.67,110818.25,111423.01,111423.01,111441.4,111141.83,111198.57,111198.57,,,33763.0,
 ARNALDO CALIL PEREIRA JARDIM,M,85,1,6,15,14,10, 08/05/1955,333282.67,37823.57,38275.84,51482.16,49828.38,44393.29,33383.18,26614.91,20674.93,24297.48,5571.94,936.99,0,1103931.04,104913.63,107636.03,110655.63,111532.25,111532.25,111532.25,111532.25,111532.25,111532.25,111532.25,,,33763.0,
 ARTHUR CÉSAR PEREIRA DE LIRA,M,74,0,18,0,0,0, 25/06/1969,185141.73,16589.4,24456.7,24580.67,25462.74,25368.31,17145.09,10852.76,12044.58,18813.51,9538.87,289.1,0,1114717.2,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,111471.72,,,33763.0,0
 ARTHUR DE OLIVEIRA MAIA DA SILVA,M,76,10,6,28,4,3, 17/08/1964,380129.11,37726.35,40284.32,38045.65,42004.01,39008.65,42234.93,39329.37,39706.79,28272.13,26618.3,6898.61,0,1068263.22,104391.37,106164.17,109590.3,109514.2,110873.08,108274.74,108274.74,106502.35,102202.45,102475.82,,,33763.0,0
 FRANCISCO DE ASSIS CARVALHO GONÇALVES,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,33763.0,0
 ÁTILA SIDNEY LINS ALBUQUERQUE,M,70,18,4,10,52,6, 22/11/1950,375647.89,40815.08,48656.08,88960.1,25226.78,25627.51,55751.96,39958.79,40308.69,8433.75,1909.15,0.0,0,1101916.24,111623.25,110285.75,109839.91,110283.1,110284.46,111392.74,111392.74,108991.46,106430.09,111392.74,,,33763.0,
 ÁTILA FREITAS LIRA,M,78,3,11,38,16,2, 07/04/1947,375012.29,27368.18,28286.74,49504.22,57242.97,40024.49,40329.03,36082.1,39253.35,26915.69,29943.26,62.26,0,1116233.2,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,111623.32,,,33763.0,0
 AUGUSTO RODRIGUES COUTINHO DE MELO,M,87,3,2,39,21,2, 22/10/1962,403903.52,45160.36,50282.74,31848.38,47084.27,51557.8,50070.1,37472.37,25761.4,19113.74,31891.03,13661.33,0,1078338.72,109231.24,110580.87,111483.62,106382.46,107116.23,110687.98,104644.11,107177.08,106702.93,104332.2,,,33763.0,0
 LUIZ FELIPE BALEIA TENUTO ROSSI,M,79,0,13,21,16,6, 09/06/1972,279480.42,27400.21,27133.21,33713.16,35517.65,26901.38,39593.94,20224.43,23443.38,20430.29,22340.88,2781.89,0,1047898.19,109118.18,109118.18,109118.18,109118.18,109118.18,107972.95,98261.16,98691.06,98691.06,98691.06,,,33763.0,0
 AUREO LIDIO MOREIRA RIBEIRO,M,87,4,1,44,1,0, 17/02/1979,246132.57,13290.11,19340.29,37320.85,34360.09,77355.81,25856.64,21729.25,2536.72,3653.2,10644.37,45.24,0,1093262.21,109256.7,110855.41,110114.53,105572.72,110342.51,109761.58,109008.81,108623.14,109008.81,110718.0,,,33763.0,0
 JOAO CARLOS BACELAR BATISTA,M,82,0,10,22,17,13, 09/07/1957,329620.76,26982.79,49961.02,42450.93,40683.54,42946.51,35557.84,34806.54,38149.53,1796.82,15873.58,411.66,0,1114175.05,111532.23,111532.23,111269.06,111532.24,111460.04,110935.35,111387.83,111532.24,111532.24,111461.59,,,33763.0,
 DANIEL GOMES DE ALMEIDA,M,90,0,2,38,37,0, 21/01/1955,356199.86,58756.35,47548.42,45375.86,51389.18,32596.32,29676.29,18598.64,16188.74,14756.9,40472.41,840.75,0,1116596.1,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,,,33763.0,0
 FRANCISCO DANILO BASTOS FORTE,M,86,3,3,42,21,2, 01/09/1958,399293.34,67906.91,48807.99,40578.79,52959.1,80716.86,57550.28,22707.17,9622.62,6546.36,11778.36,118.9,0,1052260.59,109573.04,105109.88,101753.78,107930.59,108735.93,108600.66,101671.79,104239.59,101843.93,102801.4,,,33763.0,0
 DANIEL LUCIO DA SILVEIRA,M,89,2,1,87,58,1, 25/11/1982,307400.84,35637.58,37560.86,37098.84,37913.96,39709.62,33297.09,28745.65,27784.42,13563.62,14939.77,1149.43,0,1050905.67,104730.18,106558.15,108774.14,109706.94,105193.39,103433.49,86143.8,107120.36,107862.35,111382.87,,,33763.0,0
 DANIEL PIRES COELHO,M,91,1,0,6,0,0, 04/11/1978,360896.58,56899.01,47545.19,51524.56,44454.63,36128.3,30323.85,32107.75,22965.49,20599.99,18151.21,196.6,0,1114987.92,111319.0,111580.81,111580.81,111580.81,111332.51,111580.82,111559.7,111471.69,111474.71,111507.06,,,33763.0,0
 DANIEL COSTA DE FREITAS,M,77,15,0,3,0,0, 03/04/1982,305465.83,38606.89,24248.4,43103.43,47999.13,45138.9,30847.1,32894.95,25917.35,4096.46,12109.81,503.41,0,1099503.46,105697.03,105697.03,109243.35,110816.55,110933.95,111423.11,111423.11,111423.11,111423.11,111423.11,,,33763.0,0
 DANIEL TRZECIAK DUARTE,M,86,0,6,31,6,8, 04/11/1986,214073.24,9307.83,15955.97,16366.04,39352.32,18241.57,20817.46,28100.3,16051.09,16840.25,32070.78,969.63,0,1044495.31,105455.53,105415.99,105436.13,105982.05,108226.36,109497.39,106036.48,94998.83,99412.79,104033.76,,,33763.0,0
 DANILO JORGE DE BARROS CABRAL,M,83,6,3,8,22,6, 21/04/1967,287464.54,23243.32,23195.87,25003.47,45722.17,49445.71,26152.01,32469.21,12877.47,8866.71,39648.42,840.18,0,1005945.69,95045.26,95045.26,94090.38,98095.56,99861.52,99861.52,100443.65,100923.05,111114.04,111465.45,,,33763.0,0
 DANRLEI DE DEUS HINTERHOLZ,M,50,11,7,17,27,9, 18/04/1973,219897.65,0.0,39413.57,38636.46,43580.07,37837.68,23198.87,20183.29,17047.71,0.0,,,0,702641.09,0.0,0.0,3313.89,88602.16,92253.84,99507.11,95073.08,107705.84,108196.0,107989.17,,,33763.0,0
 DARCI DE MATOS,M,80,10,2,55,9,3, 08/11/1961,269534.87,27456.09,37612.31,41962.71,38942.67,42279.75,18366.03,26329.15,14161.38,1290.05,20268.72,866.01,0,1112429.82,111593.97,111623.31,111579.26,111659.67,111659.67,110174.35,110543.76,111508.04,111508.04,110579.75,,,33763.0,0
 DARCÍSIO PAULO PERONDI,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,33763.0,0
 DAVID BEZERRA RIBEIRO SOARES,M,63,3,11,47,1,12, 21/12/1973,183939.37,31858.14,35507.14,29111.16,37770.69,23083.39,13606.57,7900.18,4802.08,300.02,,,0,1068591.77,103135.91,105402.63,105964.51,99800.43,107637.25,108516.33,107977.68,108297.02,111277.52,110582.49,,,33763.0,
 DAVID MICHAEL DOS SANTOS MIRANDA,M,66,11,15,23,7,4, 10/05/1985,242667.95,35259.28,43349.65,32853.62,45091.15,29890.05,33147.86,10128.77,8151.54,-817.25,5613.28,0.0,0,937841.64,111544.37,111544.37,56799.55,64345.04,100004.66,94914.31,97663.21,102324.88,100368.27,98332.98,,,33763.0,0
 WALDIR SOARES DE OLIVEIRA,M,86,0,6,7,44,5, 28/11/1962,149309.65,14119.59,16610.96,17642.5,17254.73,17514.69,15282.52,15088.53,12955.79,10015.33,11921.51,903.5,0,987728.92,101978.63,99618.58,96319.6,92534.14,92534.14,94998.88,101543.63,103436.75,102749.57,102015.0,,,33763.0,0
 EDER MAURO CARDOSO BARRA,M,79,10,3,4,12,0, 14/12/1960,325195.22,46351.28,56697.2,17871.34,52514.33,52104.65,51446.49,39019.7,6514.58,2675.65,0.0,0.0,0,1101131.44,111587.65,111029.67,109774.54,111611.12,111611.12,111168.32,110779.91,107856.37,107856.37,107856.37,,,33763.0,0
 MARCELO EDUARDO FREITAS,M,80,6,6,66,1,1, 04/03/1976,290526.28,31421.05,43796.1,37148.52,24745.4,39348.34,29355.58,26303.93,19417.0,19550.28,18633.84,806.24,0,1067668.96,104088.18,105813.1,103290.21,102664.07,110724.59,111483.8,111483.8,107272.97,107289.51,103558.73,,,33763.0,0
 PABLO OLIVA SOUZA,M,78,14,0,112,30,0, 26/07/1976,369191.63,28267.0,51491.99,65512.79,64732.08,41341.87,31189.75,32398.76,26832.2,17440.0,7823.37,2161.82,0,977905.08,99985.47,73344.51,92308.59,99950.28,106315.17,106987.85,101323.39,101342.41,107310.62,89036.79,,,33763.0,0
 ANTÔNIO DA LUZ FURTADO,M,90,1,1,73,19,6, 06/01/1972,288816.41,34263.89,43088.49,42959.2,32920.98,47359.21,16303.12,19852.22,12243.23,8092.66,27244.72,4488.69,0,1115182.54,110967.56,111125.87,111617.2,111617.2,111617.2,111623.07,111653.61,111653.61,111653.61,111653.61,,,33763.0,0
 DENIS ANDERSON DA ROCHA BEZERRA,M,88,3,1,70,9,1, 17/03/1980,400260.91,46094.78,53674.69,52475.51,52185.85,40861.85,33475.4,24901.37,18145.39,17544.23,44329.57,16572.27,0,1078559.49,110743.73,108800.92,108144.99,106767.55,106327.19,107307.01,102136.31,107474.82,111617.19,109239.78,,,33763.0,0
 FRANCISCO DEUZINHO DE OLIVEIRA FILHO,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,M,67,25,0,14,22,0, 15/12/1973,266546.32,27501.17,33784.37,41465.77,43233.68,38833.58,24163.31,23117.56,18685.19,10202.91,5508.98,49.8,0,1074387.81,97653.62,97653.62,108819.42,110434.31,110434.31,110434.31,110434.31,110413.15,111647.44,106463.32,,,33763.0,0
 DIEGO LEONARDO DE ANDRADE CARVALHO,M,70,0,22,7,9,11, 08/08/1977,217838.28,28386.47,32013.45,32859.73,17554.55,41393.91,15224.17,22079.82,8663.35,11458.92,8203.91,0.0,0,1109625.13,111580.82,111580.82,111580.82,111580.82,111580.82,111535.53,111241.15,110635.35,109154.5,109154.5,,,33763.0,0
 DIMAS FABIANO TOLEDO JÚNIOR,M,86,1,5,18,1,3, 23/05/1973,283523.77,30575.4,29897.78,36489.01,37782.58,34645.39,23877.46,33775.98,26291.36,16347.48,12634.33,1207.0,0,965287.1,92717.74,90647.71,88844.0,89894.36,93796.44,94254.41,100197.24,96972.36,108044.05,109918.79,,,33763.0,0
 DOMINGOS GOMES DE AGUIAR NETO,M,79,7,6,30,25,6, 29/04/1988,346157.45,33731.48,52313.1,36169.17,53317.93,77719.59,22751.47,19502.64,3346.59,2837.01,44468.47,0.0,0,1105842.15,111544.43,111544.43,110497.19,107599.23,111235.68,111617.24,111617.24,111617.24,111617.24,106952.23,,,33763.0,0
 DIEGO ALEXSANDER GONCALO PAULA GARCIA,M,89,0,3,134,43,3, 10/10/1984,263861.19,9153.29,13917.88,34960.78,39069.9,47847.45,36301.69,32663.59,20367.53,6819.55,16986.39,5773.14,0,916158.19,93054.98,91310.31,97522.54,98459.58,96593.67,96173.37,99859.25,84300.62,79772.64,79111.23,,,33763.0,0
 DOMINGOS SÁVIO CAMPOS RESENDE,M,87,2,3,29,6,1, 25/03/1957,311182.97,24341.19,52616.35,44927.02,32735.37,48074.76,26928.66,27300.43,24815.98,18843.4,9599.0,1000.81,0,1108990.28,109833.82,109833.82,111183.95,111653.56,110747.01,110990.37,111313.88,110806.11,111313.88,111313.88,,,33763.0,0
 JOSÉ CARLOS VERAS DOS SANTOS,M,89,0,3,42,33,8, 10/08/1981,346470.48,23450.32,50658.26,61233.1,37074.81,65132.56,29707.3,34668.74,24844.59,5992.91,12474.14,1233.75,0,1062773.43,102271.86,100443.89,100443.89,105043.78,108026.51,106855.41,109678.36,109831.56,109119.16,111059.01,,,33763.0,
 CARLOS ALBERTO ROLIM ZARATTINI,M,86,4,2,20,19,1, 08/06/1959,297688.94,27151.54,32367.11,64118.33,25278.01,55777.06,28292.59,25051.27,14054.68,10433.06,13858.47,1306.82,0,1115444.2,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,,,33763.0,0
 CASSIO COELHO ANDRADE,M,70,0,22,36,25,15, 12/09/1981,307608.33,21728.53,32899.83,26323.38,50683.51,58046.3,36031.58,14449.73,9264.77,3863.84,54316.86,0.0,0,1114161.17,111653.55,111594.4,111574.68,111574.68,111574.68,111574.67,110238.62,111444.93,111465.48,111465.48,,,33763.0,0
 CELSO MALDANER,M,82,5,5,22,1,2, 30/08/1953,369913.72,24680.2,30121.77,43359.15,32327.41,41007.63,27013.34,28086.87,25892.83,22602.17,51620.99,43201.36,0,1104561.4,111010.67,111140.65,111370.11,108394.27,109190.92,109485.71,110743.36,111470.49,111162.32,110592.9,,,33763.0,0
 CELIO ANTONIO DA SILVEIRA,M,88,0,4,31,6,1, 19/09/1959,249268.07,18102.06,29238.3,30935.93,27982.39,31959.23,18044.17,17332.28,17806.01,16854.28,40969.73,43.69,0,1113420.47,111671.79,111671.79,111671.79,111671.79,111671.79,110968.96,109631.33,111578.65,111441.29,111441.29,,,33763.0,0
 CELIO STUDART BARBOSA,M,80,9,3,16,16,3, 19/06/1987,334771.25,42405.28,77088.77,34915.78,50390.81,46271.91,22564.85,25601.39,14660.4,4343.55,16378.51,150.0,0,1098247.56,111276.5,111198.61,111550.82,111653.55,111653.55,107237.22,111313.87,108312.84,107025.3,107025.3,,,33763.0,0
 CELSO SABINO DE OLIVEIRA,M,77,9,6,28,13,4, 29/08/1978,350349.09,35687.11,41271.47,41719.51,35533.17,53029.49,42929.38,37781.33,16249.92,14266.05,31829.16,52.5,0,1084859.43,111111.11,111280.24,111379.14,110872.2,109110.72,108438.6,109562.14,105568.87,103896.09,103640.32,,,33763.0,
 CELSO UBIRAJARA RUSSOMANNO,M,89,1,2,30,3,5, 20/08/1956,173626.19,5918.88,28583.18,23440.72,32244.15,24383.53,25438.32,19954.21,5651.37,1220.62,6791.21,0.0,0,1026873.67,96961.81,98308.99,100425.4,103329.11,103522.12,104152.03,107493.07,105272.98,103828.92,103579.24,,,33763.0,
 ANTONIO CEZAR CORREIA FREIRE,M,85,7,0,38,39,0, 12/12/1973,325836.31,37003.29,36167.38,38256.8,50290.01,47505.37,20781.53,34316.1,29210.0,16683.05,14273.67,1349.11,0,1112642.54,111383.97,110930.03,111423.09,111423.09,111169.89,111423.09,110326.94,111485.72,111538.36,111538.36,,,33763.0,0
